file_name,verified_transcript,raw_transcript
DISP-2026-5C800E.wav,coquitlam engine 1 respond emergency medical aid - cardiac arrest 1199 eastwood street near primrose lane and guildford way use talk group 10 combined response coquitlam map grid 84 coquitlam engine 1 respond emergency medical aid - cardiac arrest 1199 eastwood street near primrose lane and guildford way use talk group 10 combined response coquitlam map grid 84,"Coquitlam Engine 1, respond, emergency, medical aid, cardiac arrest, 1, 1, 9, 9, Eastwood St, number 605, the cell  York, near Primrose Lane and Guildford, Que, use talk group 10 Combined Response Coquitlam, map grid 8, 4, Coquitlam Engine 1, respond, emergency, medical aid, cardiac arrest, 11, 99, Eastwood Street, number 605, the cell clerk, near Primrose, Lane and Guildford, Quay, use talk group, 10 Combined Response Coquitlam, map grid, 8, 4."
DISP-2026-297600.wav,coquitlam engine 3 engine 1 respond emergency motor vehicle incident united boulevard near lougheed highway on-ramp and turning lane use talk group 10 combined response coquitlam map grid 49 coquitlam engine 3 engine 1 respond emergency motor vehicle incident united boulevard near lougheed highway on-ramp and turning lane use talk group 10 combined response coquitlam map grid 49,"Coquitlam, engines, 3, engine, 1, respond, emergency, motor vehicle incident, United Boulevard, Near Lougheed Highway, Enramp, and Turning Lane, use talk group, 10 Combined Response Coquitlam, Engine 3, Engine 1, respond, emergency, motor vehicle incident, United Boulevard, Near Lougheed Highway, Enramp, and Turning Lane, Use talk group, 10 Combined Response Coquitlam, Response Coquitlam, map grid, four, nine, Coquitlam, engine, three, engine, one, respond, emergency, motor vehicle, incident, United Boulevard, near Lougheed Highway, on ramp, and turning lane, use talk group, 10 Combined Response Coquitlam, map grid, four, nine."
DISP-2026-5EC6F0.wav,coquitlam ladder 1 respond routine wildland fire smoldering westwood street and lincoln avenue near westwood street and lincoln avenue use talk group 5 coquitlam map grid 82 coquitlam ladder 1 respond routine wildland fire smoldering westwood street and lincoln avenue near westwood street and lincoln avenue use talk group 5 coquitlam map grid 82,"Coquitlam, Ladder, One, Respond, Routine, Wildland Fire, Smoldering, Westwood, Street, and Lincoln, Avenue, Near, Westwood, Street, and Lincoln, Avenue, use talk group, Five Coquitlam, map grid, eight, two, Coquitlam, Ladder, One, respond, routine, wildland fire, smoldering, Westwood, Street, and Lincoln Avenue, near Westwood, Street, and Lincoln Avenue, use talk group, five Coquitlam, map grid, eight, two."
DISP-2026-A973B9.wav,coquitlam engine 1 engine 2 engine 4 rescue 2 ladder 1 car 6 respond emergency structure fire - high risk westwood street and gordon avenue near westwood street and gordon avenue use talk group 5 coquitlam map grid 68 coquitlam engine 1 engine 2 engine 4 rescue 2 ladder 1 car 6 respond emergency structure fire - high risk westwood street and gordon avenue near westwood street and gordon avenue use talk group 5 coquitlam map grid 68,"Coquitlam Engine 1, Engine 2, Engine 4, Rescue 2, Ladder 1, Car 6, Respond Emergency, Structure Fire, High Risk, Westwood  Street & Gordon Avenue, Near Westwood Street & Gordon Avenue, Use Talk Group 5 Coquitlam, Map Grid 6-8 Coquitlam Engine 1, Engine 2, Engine 4, Rescue 2, Ladder 1, Car 6, Respond, Emergency, Structure Fire, High Risk, Westwood Street & Gordon Avenue, Near Westwood Street & Gordon Avenue, Use"
DISP-2026-D6DB9C.wav,coquitlam engine 1 rescue 2 respond emergency motor vehicle incident - cyclist struck panorama drive and johnson street near panorama drive and johnson street use talk group 10 combined response coquitlam map grid 78 coquitlam engine 1 rescue 2 respond emergency motor vehicle incident - cyclist struck panorama drive and johnson street near panorama drive and johnson street use talk group 10 combined response coquitlam map grid 78,"Coquitlam Engine 1, Rescue 2, respond, emergency, motor vehicle incident, cyclist, struck, panorama, drive, and Johnson Street, near panorama, drive, and Johnson Street, use talk group, 10 combined response, coquitlam, map grid, 7, 8, coquitlam,  coquitlam engine, 1, Rescue 2, respond, emergency, motor vehicle incident, cyclist, parkway, Westview, Skyline, Rescue 2, respond, emergency, motor vehicle incident, cyclist, struck, panorama, drive, and Johnson Street, near panorama, drive, and Johnson Street, use talk group, 10 Combined Response Coquitlam, map grid, 7, 8."
DISP-2026-EDAE7E.wav,coquitlam medic 1 respond emergency medical aid overdose 3000 lougheed highway superstore town centre near turning lane and westwood street use talk group combined response coquitlam map grid 68 coquitlam medic 1 respond emergency medical aid overdose 3000 lougheed highway superstore town centre near turning lane and westwood street use talk group combined response coquitlam map grid 68,"Coquitlam, medic, 1 respond, Emergency Medical Aid, overdose 3 0, 0, 0, low heat highway Superstore, Town Center, near turning lane and Westwood Street use talk group, 10, combined response, Coquitlam map grid 6. 8 Coquitlam, medic 1 respond, Emergency Medical Aid, overdose 3,000 low heat highway Superstore Town Center, near turning lane and Westwood Street use talk group, 10, combined response, Coquitlam map grid, 68"
DISP-2026-6172F8.wav,coquitlam engine 2 engine 1 rescue 2 respond emergency alarm activated - high risk 2601 lougheed highway number 37 station 37 near turning lane and thyme drive use talk group 5 coquitlam map grid 55 coquitlam engine 2 engine 1 rescue 2 respond emergency alarm activated - high risk 2601 lougheed highway number 37 station 37 near turning lane and thyme drive use talk group 5 coquitlam map grid 55,"Coquitlam Engine 2, Engine 1, Rescue 2, Respond Emergency, Alarm Activated, High Risk, 2, 6, 0, 1, Lougheed Highway, Number 47, Station 47, Near, Turning Lane, and Time Drive, Use Talk Group, 5 Coquitlam,  Alarm, Map Grid, 5, 5, Coquitlam Engine 2, Engine 1, Rescue 2, respond, emergency, alarm activated, high risk, 26-01, Lougheed Highway, Number 47, Station 47, near turning lane, and time drive, use talk group, 5 Coquitlam, map grid, 5-5."
DISP-2026-B550AE.wav,coquitlam engine 1 respond routine report of smoke david avenue and coast meridian road near david avenue and coast meridian road use talk group 5 coquitlam map grid 110 coquitlam engine 1 respond routine report of smoke david avenue and coast meridian road near david avenue and coast meridian road use talk group 5 coquitlam map grid 110,"Coquitlam Engine 1, Respond, Routine, Report of Smoke, David Avenue and Coast Meridian, Road, Near David Avenue and Coast Meridian, Road, Use Talk Group, 5 Coquitlam, Map Grid, 1, 1, 0, Coquitlam Engine 1, respond, routine, report of smoke, David Avenue, and Coast Meridian, Road, near David Avenue, and Coast Meridian, Road, use talk group, 5 Coquitlam, map grid, 1, 1, 0."
DISP-2026-AD60CD.wav,coquitlam engine 1 respond emergency medical aid - breathing problem 2860 packard avenue number 307 near dufferin street and johnson street use talk group 10 combined response coquitlam map grid 81 coquitlam engine 1 respond emergency medical aid - breathing problem 2860 packard avenue number 307 near dufferin street and johnson street use talk group 10 combined response coquitlam map grid 81,"Coquitlam Engine 1, respond, emergency, medical aid, breathing problem, 2860 Packard, Avenue, number 307, near Dufferin Street and Johnson Street, use talk group, 10 Combined Response Coquitlam, map grid, 8-1, Coquitlam Engine 1, respond, emergency, medical aid, breathing problem, 28, 60, Packard, Avenue, number 307, near Dufferin Street and Johnson Street, use talk group, 10 Combined Response Coquitlam, map grid, 8, 1"
DISP-2026-B9BF99.wav,coquitlam engine 1 respond emergency compressed gas smell - inside 3000 pinewood avenue pinetree secondary near unnamed lane and pinetree way use talk group 5 coquitlam map grid 85 coquitlam engine 1 respond emergency compressed gas smell - inside 3000 pinewood avenue pinetree secondary near unnamed lane and pinetree way use talk group 5 coquitlam map grid 85,"Coquitlam Engine 1, respond, emergency, Compressed Gas smell, inside, 30000 Pinewood Avenue, Pine Tree Secondary, near, unnamed lane, and pine tree way, use talk group, 5 Coquitlam, map grid, 8, 5 Coquitlam Engine 1, respond, emergency, Compressed Gas smell,  inside, 30000 Pinewood Avenue, Pine Tree Secondary, near, unnamed lane, and pine tree way, use talk group, 5 Coquitlam, map grid, 8, 5."
DISP-2026-66CAF4.wav,coquitlam engine 1 respond emergency medical aid - traumatic injuries 2915 lougheed highway use talk group combined response coquitlam map grid 66 coquitlam engine 1 respond emergency medical aid - traumatic injuries 2915 lougheed highway use talk group combined response coquitlam map grid 66,"Coquitlam Engine 1, respond, emergency, medical aid, traumatic injuries, 2, 9, 1, 5, Lougheed Highway, use talk group, 10 Combined Response Coquitlam, map grid 6, Verb,xt, Six, Coquitlam Engine 1, Respond, Emergency, Medical Aid, Traumatic Injuries, 29, 15, Lougheed Highway, Use talk group 10 Combined Response Coquitlam, map grid, Six, Six"
DISP-2026-FF7B3C.wav,coquitlam engine one respond emergency medical aid - collapse 1125 kensal place near lincoln avenue and windsor gate use talk group 10 combined response coquitlam map grid 98 coquitlam engine one respond emergency medical aid - collapse 1125 kensal place near lincoln avenue and windsor gate use talk group 10 combined response coquitlam map grid 98,"Coquitlam engine 1, responder gate, use talk group, 10 combined response, Coquitlam map grid 98. Coquitlam engine, 1 respondents, 25 cancel, place near Lincoln Avenue and Windsor gate, used talk group 10, combined response, Coquitlam map grid, 98"
DISP-2026-E89BC5.wav,coquitlam engine 1 respond routine lift assist 2980 princess crescent number 124 use talk group 10 combined response coquitlam map grid 85 coquitlam engine 1 respond routine lift assist 2980 princess crescent number 124 use talk group 10 combined response coquitlam map grid 85,"Coquitlam Engine 1, respond, routine, lift assist, 2980, Princess, Crescent, Number 124, use talk group, 10 Combined Response Coquitlam, map grid, 8, 5, Coquitlam Engine, 1, respond, routine, lift assist, 29, 80, Princess, Crescent, number 124, use talk group, 10 Combined Response Coquitlam, map grid, 8,5."
DISP-2026-EA45C2.wav,coquitlam engine 1 respond emergency medical aid general illness 1153 kensal place number 212 use talk group 10 combined respond coquitlam map grid 98 coquitlam engine 1 respond emergency medical aid general illness 1153 kensal place number 212 use talk group 10 combined respond coquitlam map grid 98,"Coquitlam Engine 1, Respond, Emergency, Medical Aid, General Illness, 1, 1, 5, 3, Kensal Place, Number 2, 12, Use Talk Group, 10 Combined Response Coquitlam, Map Grid, 9, 8. Coquitlam, engine, one, respond, emergency, medical aid, general illness, 1153, Kensal Place, number 12, use  talk group, 10 Combined Response Coquitlam, map grid, 9-8."
DISP-2026-5610C6.wav,coquitlam ladder 1 respond emergency medical aid - fall 1188 condor crescent near harrier drive use talk group 10 combined response coquitlam map grid 70 coquitlam ladder 1 respond emergency medical aid - fall 1188 condor crescent near harrier drive use talk group 10 combined response coquitlam map grid 70,"Coquitlam, Ladder, One, Respond, Emergency, Medical Aid, Fall, One, One, Eight, Eight, Condor, Crescent, Near, Harrier, Drive, Use talk group, 10 Combined Response Coquitlam, Map grid, 70, Coquitlam, Coquitlam, Ladder, One, respond, emergency, medical aid, fall, 1188, Condor, Crescent, Near, Harrier, Drive, use talk group, 10 Combined Response Coquitlam, map grid, 70."
DISP-2026-E3737A.wav,coquitlam medic one respond emergency medical aid collapse 3025 lougheed highway near turning lane use talk group 10 combined response coquitlam map grid 82 coquitlam medic one respond emergency medical aid collapse 3025 lougheed highway near turning lane use talk group 10 combined response coquitlam map grid 82,"Coquitlam Medic, One respond, Emergency Medical Aid collapse, 3025, low heat, highway near turning lane, use talk group, 10, combined response, Coquitlam map grid. 82 Coquitlam. attic 1 respond, Emergency Medical Aid, collapse, 3025, low heat, highway near turning lane, use talk group, 10, combined response, Coquitlam map grid, 82"
DISP-2026-D40B85.wav,coquitlam medic 1 respond emergency medical aid - collapse gordon avenue and christmas way near gordon avenue and christmas way use talk group 10 combined response coquitlam map grid 68 coquitlam medic 1 respond emergency medical aid - collapse gordon avenue and christmas way near gordon avenue and christmas way use talk group 10 combined response coquitlam map grid 68,"Coquitlam, Medic, One, Respond, Emergency, Medical Aid, Collapse, Gordon Avenue and Christmas Way, Near Gordon Avenue and Christmas Way, use talk group, 10 Combined Response Coquitlam, map grid, 6, 8, Coquitlam, Medic, One, respond, emergency, medical aid, collapse, Gordon Avenue and Christmas Way, near Gordon Avenue and Christmas Way, use talk group, 10 Combined Response Coquitlam, map grid, 6, 8."
DISP-2026-D3AFEE.wav,coquitlam medic 1 respond emergency medical aid - overdose 3030 gordon avenue rain city housing near christmas way and westwood street use talk group combined response coquitlam map grid 68 coquitlam medic 1 respond emergency medical aid - overdose 3030 gordon avenue rain city housing near christmas way and westwood street use talk group combined response coquitlam map grid 68,"Coquitlam, Medic, 1, Respond, Emergency, Medical Aid, overdose, 3, 0, 3, 0, Gordon, Avenue, Rain City Housing, Near, Christmas, Way, and Westwood, Street, use talk group, 10 Combined Response Coquitlam, map grid, 6, 8, Whiting,"
DISP-2026-841B05.wav,coquitlam engine 2 ladder 1 respond emergency structure fire - high risk 3036 gordon avenue near christmas way and westwood street use talk group 5 coquitlam map grid 68 coquitlam engine 2 ladder 1 respond emergency structure fire - high risk 3036 gordon avenue near christmas way and westwood street use talk group 5 coquitlam map grid 68,"Coquitlam Engine 2, Ladder 1, Respond, Emergency, Structure Fire, High Risk, 3036 Gordon Avenue, Near Christmas Way, Westwood Street, Use  Talk Group, 5 Coquitlam, Map Grid, 6, 8 Coquitlam Engine, Engine 2, Ladder 1, respond, emergency, structure fire, high risk, 30, 36, Gordon Avenue, near Christmas, Way, and Westwood Street, use talk group, 5 Coquitlam, map grid, 6, 8."
DISP-2026-CAC8CD.wav,coquitlam engine 1 respond emergency medical aid - breathing probelm 3098 guildford way number 113 near eastwood street and pipeline road use talk group 10 combined response coquitlam map grid 84 coquitlam engine 1 respond emergency medical aid - breathing probelm 3098 guildford way number 113 near eastwood street and pipeline road use talk group 10 combined response coquitlam map grid 84,"Coquitlam Engine 1, Respond, Emergency, Medical Aid, Breathing Problem, 3, 0, 9, 8, Yieldford, Quay, Number 1, 13, Near Eastwood, Street and Pipeline, Road, Use Talk Group, 10 Combined Response Coquitlam, Map Grid, 8, Coquitlam, engine, one, respond, emergency, medical aid, breathing problem, 30, 98, yield, third, quay, number one, 13, near Eastwood Street and Pipeline Road, use talk group, 10 Combined Response Coquitlam, map grid, eight, four."
DISP-2026-791209.wav,coquitlam medic one respond emergency medical aid fall 2968 burlington drive number 105 near pacific street and the high street use talk ground 10 combined response coquitlam map grid 83 coquitlam medic one respond emergency medical aid fall 2968 burlington drive number 105 near pacific street and the high street use talk ground 10 combined response coquitlam map grid 83,"Coquitlam, Medic, One respond, Emergency Medical Aid, Fall 2968 Burlington, Drive number 105, near Pacific Street and the High Street use talk group 10 combined response, Coquitlam map grid. 83 Coquitlam, medic 1. Respond, Emergency Medical Aid, Fall, 2968, Burlington. Drive number 105, near Pacific Street and the High Street use talk group 10, combined response, Coquitlam map grid, 83"
DISP-2026-849FBF.wav,coquitlam engine 1 respond emergency medical aid hemorrhage 3100 windsor gate number 2501 the lloyd near windsor mews and nakoma place use talk group 10 combined response coquitlam map grid 98 coquitlam engine 1 respond emergency medical aid hemorrhage 3100 windsor gate number 2501 the lloyd near windsor mews and nakoma place use talk group 10 combined response coquitlam map grid 98,"Coquitlam Engine 1, respond, emergency, medical aid, hemorrhage, 3, 1, 0, 0, Windsor, Gate, Number 25, 0, 1, Lougheed, Near Windsor, Muse, and Nakoma Place, use talk group, 10 Combined Response Coquitlam, map grid, 9, 8, Coquitlam Calum Engine 1, respond, emergency, medical aid, hemorrhage, 31,00, Windsor, Gate, Number 25, 01, Lougheed, Near Windsor, Muse, and Nakoma Place, use talk group, 10 Combined Response Coquitlam, map grid, 9, 8."
DISP-2026-5EB53D.wav,coquitlam engine 1 respond emergency rubbish fire westwood street and gordon avenue near westwood street and gordon avenue use talk group 5 coquitlam map grid 68 coquitlam engine 1 respond emergency rubbish fire westwood street and gordon avenue near westwood street and gordon avenue use talk group 5 coquitlam map grid 68,"Coquitlam Engine 1, Respond, Emergency, Rubbish Fire, Westwood Street & Gordon Avenue, Near Westwood Street & Gordon Avenue, Use  Talk Group, 5 Coquitlam, Map Grid, 6, 8, Coquitlam Engine, Salem Engine 1, respond, emergency, rubbish fire, Westwood Street & Gordon Avenue, near Westwood Street & Gordon Avenue, use talk group, 5 Coquitlam, map grid, 6, 8."
DISP-2026-1EBEA3.wav,coquitlam engine 1 respond emergency medical aid breathing problems 3105 dayanee springs boulevard number 142 near genest way and pipeline road use talk group combined response coquitlam map grid 88 coquitlam engine 1 respond emergency medical aid breathing problems 3105 dayanee springs boulevard number 142 near genest way and pipeline road use talk group combined response coquitlam map grid 88,"Coquitlam engine, 1 responder 05, dayani Springs Boulevard number 142, near janest way and Pipeline Road, use talk group 10 combined response, Coquitlam map grid. 88 Coquitlam. Engine 1 responder five, dhyani Springs Boulevard. Number 1, 42 near Janice way and Pipeline Road, use talk group 10 combined response, Coquitlam map grid, 88"
DISP-2026-1A16B0.wav,coquitlam engine 1 respond emergency medical aid fall 1 2 8 4 nester street near nester elementary school access and howard avenue use talk group 10 combined response coquitlam map grid 9 7 coquitlam engine 1 whitlam engine 1 respond emergency medical aid fall 12 84 nester street near nester elementary school access and howard avenue use talk group 10 combined response coquitlam map grid 9-7 coquitlam engine 1 respond emergency medical aid fall 1 2 8 4 nester street near nester elementary school access and howard avenue use talk group 10 combined response coquitlam map grid 9 7 coquitlam engine 1 whitlam engine 1 respond emergency medical aid fall 12 84 nester street near nester elementary school access and howard avenue use talk group 10 combined response coquitlam map grid 9-7,"Coquitlam Engine 1, Respond, Emergency, Medical Aid, Fall, 1, 2, 8, 4, Nester, Street, Near, Nester Elementary School, Access, and  Howard Avenue, use talk group, 10 Combined Response Coquitlam, map grid, 9, 7, Coquitlam Engine 1, Whitlam Engine 1, respond, emergency, medical aid, fall, 12, 84, Nester, Street, Near, Nester Elementary School, Access and  Howard Avenue, use talk group, 10 Combined Response Coquitlam, map grid, 9-7."
DISP-2026-4B6891.wav,coquitlam engine 1 respond emergency medical aid - headache 2860 walton avenue near erskine street and hayward lane use talk group 10 combined response coquitlam map grid 80 coquitlam engine 1 respond emergency medical aid - headache 2860 walton avenue near erskine street and hayward lane use talk group 10 combined response coquitlam map grid 80,"Coquitlam, engine 1, respond emergency, medical aid, headache, 2, 8, 6, 0, Walton Avenue, near Erxine Street, and Hayward Lane, use talk group 10 Combined Response Coquitlam, engine 1, respond, emergency, medical aid, headache, 2, 8, 6, 0, Walton Avenue, near Erxine Street & Hayward Lane, use talk group 10 Combined Response Coquitlam, response, Coquitlam, map grid, eight zero, Coquitlam Engine 1, respond, emergency, medical aid, headache, 28, 60, Walton Ave, near Erxene Street, and Hayward Lane, use talk group, 10 Combined Response Coquitlam, map grid, eight zero,"
DISP-2026-00753D.wav,coquitlam ladder 1 respond emergency medical aid - breathing problems 3367 carmelo avenue use talk group combined response coquitlam map grid 110 coquitlam ladder 1 respond emergency medical aid - breathing problems 3367 carmelo avenue use talk group combined response coquitlam map grid 110,"Coquitlam, ladder, one, respond, emergency, medical aid, breathing problem, three, three, six, seven, Carmelo, Avenue, use talk group, 10 Combined Response Coquitlam, map grid, one, Coquitlam, 1-0, Coquitlam Latter-1, respond, emergency, medical aid, breathing problem, 33-67, Carmelo, Avenue, use talk group, 10 Combined Response Coquitlam, map grid, 1-1-0."
