file_name,verified_transcript
DISP-2026-10340E.wav,coquitlam medic 1 respond emergency medical aid - breathing problem 1199 eastwood street number 1405 the selkirk near primrose lane and guildford way use talk group 10 combined response coquitlam map grid 84
DISP-2026-10AC18.wav,coquitlam quint 5 engine 3 ladder 1 respond emergency alarm activated - high risk 657 whiting way lougheed heights tower 1 near foster avenue and shepard ave use talk group 5 coquitlam map grid 5
DISP-2026-10C790.wav,coquitlam engine 1 respond emergency medical aid - airway obstruction 1619 pinetree way near bobcat place and tanager crt use talk group 10 combined response coquitlam map grid 94
DISP-2026-1148FC.wav,coquitlam engine 1 respond emergency medical aid - cardiac problem 1173 the high street near atlantic avenue and glen drive use talk group 10 combined response coquitlam map grid 82
DISP-2026-124267.wav,coquitlam engine 1 respond routine rescue 2860 glen drive near mccoomb drive and johnson street use talk group 5 coquitlam map grid 81
DISP-2026-156DCF.wav,coquitlam medic 1 respond emergency medical aid - fall 3007 anson avenue near pinetree way and ponderosa street use talk group 10 combined response coquitlam map grid 82
DISP-2026-166E23.wav,coquitlam medic 1 respond emergency medical aid - collapse 3001 gordon avenue number 208 near christmas way and westwood street use talk group 10 combined response coquitlam map grid 68
DISP-2026-16D5FA.wav,coquitlam engine 1 engine 2 rescue 2 respond emergency alarm activated - high risk 3080 lincoln avenue near westwood street and pipeline road use talk group 5 coquitlam map grid 82
DISP-2026-171ED7.wav,coquitlam engine 1 respond routine report of smoke 3173 sechelt drive use talk group 5 coquitlam map grid 98
DISP-2026-175FCD.wav,coquitlam medic 1 respond emergency medical aid 3025 lougheed highway number 390 near turning lane use talk group 10 combined response coquitlam map grid 82
DISP-2026-179395.wav,coquitlam medic 1 respond emergency medical aid - chest pain 1196 pipeline road number 1404 near glen drive and guildford way use talk group 10 combined response coquitlam map grid 84
DISP-2026-182D9A.wav,coquitlam medic 1 respond routine lift assist 2963 burlington drive number 401 near pacific street and the high street use talk group 10 combined response coquitlam map grid 83
DISP-2026-186331.wav,coquitlam engine 1 respond emergency medical aid - maternity 3025 lougheed highway near turning lane use talk group 10 combined response coquitlam map grid 82
DISP-2026-1A049A.wav,coquitlam engine 1 respond emergency medical aid - collapse 2003 gable drive near oxbow way and river dr use talk group 10 combined response coquitlam map grid 101
DISP-2026-1AC1A1.wav,coquitlam ladder 1 respond emergency medical aid - stroke 3105 dayanee springs boulevard number 121 near genest way and pipeline road use talk group 10 combined response coquitlam map grid 88
DISP-2026-1B5F35.wav,coquitlam medic 1 respond routine lift assist 1160 johnson street number 311 near glen drive and atlantic avenue use talk group 10 combined response coquitlam map grid 81
DISP-2026-1CEEA2.wav,coquitlam engine 2 engine 1 respond emergency motor vehicle incident - high velocity impact 39 united boulevard near united boulevard off-ramp and turning lane use talk group 10 combined response coquitlam map grid 50
DISP-2026-1D6C07.wav,coquitlam engine 1 respond emergency medical aid - collapse 2725 barnet highway mcdonalds near turning lane and access road use talk group combined response coquitlam map grid 69
DISP-2026-1D8368.wav,coquitlam medic 1 respond emergency medical aid - chest pain 1180 pinetree way number p h 3 near glen drive and atlantic avenue use talk group 10 combined response coquitlam map grid 82
DISP-2026-1DB14F.wav,coquitlam medic 1 respond emergency medical aid - assault 3030 gordon avenue rain city housing near christmas way and westwood street use talk group 10 combined response coquitlam map grid 68
DISP-2026-1EBEA3.wav,coquitlam engine 1 respond emergency medical aid breathing problems 3105 dayanee springs boulevard number 142 near genest way and pipeline road use talk group combined response coquitlam map grid 88
DISP-2026-1EC8D5.wav,coquitlam engine 1 respond emergency medical aid - fall 1330 genest way number 415 near dayanee springs boulevard and turning lane use talk group 10 combined response coquitlam map grid 88
DISP-2026-202275.wav,coquitlam ladder 1 respond routine burning complaint 3076 yellowcedar place use talk group 6 coquitlam map grid 90
DISP-2026-237697.wav,coquitlam engine 1 rescue 2 respond emergency motor vehicle incident 1301 brewster drive use talk group 10 combined response coquitlam map grid 79
DISP-2026-23AC36.wav,coquitlam medic 1 respond emergency medical aid - fall 3000 lougheed highway superstore town centre near turning lane and westwood street use talk group 10 combined response coquitlam map grid 68
DISP-2026-23BC8B.wav,coquitlam engine 1 respond emergency medical aid - stroke 3149 bute crescent near inlet street and tahsis avenue use talk group 10 combined response coquitlam map grid 98
DISP-2026-243D6F.wav,coquitlam medic 1 respond emergency medical aid - overdose 3030 gordon avenue rain city housing near christmas way and westwood street use talk group 10 combined response coquitlam map grid 68
DISP-2026-253E57.wav,coquitlam engine 1 ladder 1 respond emergency tent fire - high risk 3059 gordon avenue near christmas way and westwood street use talk group 5 coquitlam map grid 68
DISP-2026-26163A.wav,coquitlam engine 1 respond emergency medical aid - fall 3322 grosvenor pl use talk group 10 combined response coquitlam map grid 109
DISP-2026-264786.wav,coquitlam ladder 1 respond routine rescue 3007 glen drive near glen pine crt and pinetree way use talk group 5 coquitlam map grid 83
DISP-2026-2659EC.wav,coquitlam medic 1 respond emergency medical aid - overdose 3030 gordon avenue rain city housing near christmas way and westwood street use talk group 10 combined response coquitlam map grid 68
DISP-2026-274FFC.wav,coquitlam medic 1 respond emergency medical aid - cardiac arrest 1190 pacific street number 214 near glen drive and burlington drive use talk group 10 combined response coquitlam map grid 83
DISP-2026-28E941.wav,coquitlam engine 1 respond emergency medical aid - diabetic 3172 toba drive near inlet street and esperanza drive use talk group 10 combined response coquitlam map grid 98
DISP-2026-297600.wav,coquitlam engine 3 engine 1 respond emergency motor vehicle incident united boulevard near lougheed highway on-ramp and turning lane use talk group 10 combined response coquitlam map grid 49
DISP-2026-298EC2.wav,coquitlam engine 1 respond routine report of smoke dunkirk avenue & gabriola drive near dunkirk avenue and gabriela drive use talk group 5 coquitlam map grid 100
DISP-2026-29ADF9.wav,coquitlam engine 1 respond routine assist 3700 hastings street maple creek middle near mccray crescent and maple creek middle school access use talk group 10 combined response coquitlam map grid 98
DISP-2026-29C4EB.wav,coquitlam ladder 1 respond emergency medical aid - breathing problem 1187 pipeline road number 108 near glen drive and guildford way use talk group 10 combined response coquitlam map grid 98
DISP-2026-2B42E2.wav,coquitlam ladder 1 respond emergency medical aid - hemorrhage 1215 lansdowne drive number 504 near guildford way and scott creek middle school access use use talk group 10 combined response coquitlam map grid 80
DISP-2026-2C960A.wav,coquitlam engine 1 respond routine medical aid - fall 2832 windflower place use talk group 10 combined response coquitlam map grid 77
DISP-2026-2CD999.wav,coquitlam medic 1 respond emergency medical aid chest pain 1199 eastwood street number 1002 the selkirk near primrose lane and guildford way use talk group 10 combined response coquitlam map grid 84
DISP-2026-2D461F.wav,coquitlam medic 1 respond emergency medical aid - cardiac problem 2929 barnet highway number 2740 coquitlam center mall near mall access and turning lane use talk group 10 combined response coquitlam map grid 82
DISP-2026-32C106.wav,coquitlam engine 1 respond emergency medical aid - headache 1422 hockaday street near sultan place and thor crt use talk group 10 combined response coquitlam map grid 103
DISP-2026-33B41B.wav,coquitlam medic 1 respond emergency medical aid - fall 3065 primrose lane number 204 near westwood street and eastwood street use talk group 10 combined response coquitlam map grid 84
DISP-2026-343BA8.wav,coquitlam engine 1 respond routine lift assist 3098 guildford way number 201 near eastwood street and pipeline road use talk group 10 combined response coquitlam map grid 84
DISP-2026-3468AC.wav,coquitlam medic 1 respond emergency medical aid - collapse gordon avenue and christmas way near gordon avenue and christmas way use talk group 10 combined response coquitlam map grid 68
DISP-2026-352F50.wav,coquitlam engine 1 respond emergency medical aid - breathing problem 1415 parkway boulevard number 903 near private driveway and summit middle school access use talk group 10 combined response coquitlam map grid 78
DISP-2026-353109.wav,coquitlam engine 1 respond 1690 1690 sugarpine court near mulberry place and arbutus place use talk group 10 combined response coquitlam map grid 91
DISP-2026-38B378.wav,coquitlam engine 1 respond emergency medical aid - fall 1312 camellia crt number basement use talk group 10 combined response coquitlam map grid 72
DISP-2026-3998C0.wav,coquitlam ladder 1 respond emergency medical aid - diabetic 1320 pinetree way number 135 near david avenue and pinewood avenue use talk group 10 combined response coquitlam map grid 87
DISP-2026-3E460F.wav,coquitlam medic 1 respond emergency medical aid headache 2929 barnett highway coquitlam center mall near mall access and turning lane use talk group 10 combined response coquitlam map grid 82
DISP-2026-3F5469.wav,coquitlam engine 1 ladder 1 respond emergency alarm activated 3280 plateau boulevard number 312 near camelback court and chartwell road use talk group 5 coquitlam map grid 92
DISP-2026-3F7304.wav,coquitlam medic 1 respond emergency medical aid - breathing problem 1178 heffley cres number 901 near westwood street and obelisk way use talk group 10 combined response coquitlam map grid 82
DISP-2026-3FB03B.wav,coquitlam ladder 1 respond emergency medical aid - breathing problem 1693 plateau crescent use talk group 10 combined response coquitlam map grid 90
DISP-2026-40251D.wav,coquitlam medic 1 respond emergency medical aid - collapse 3000 lougheed highway superstore town center near turning lane and westwood street use talk group 10 combined response coquitlam map grid 68
DISP-2026-403534.wav,coquitlam engine 1 respond emergency medical aid - overdose 2120 braeside place use talk group 10 combined response coquitlam map grid 92
DISP-2026-40473E.wav,coquitlam medic 1 respond emergency medical aid - collapse 3030 gordon avenue rain city housing near christmas way and westwood street use talk group 10 combined response coquitlam map grid 68
DISP-2026-431C31.wav,coquitlam engine 1 respond emergency medical aid 1585 salal crescent near sedge court and sundew place use talk group 10 combined response coquitlam map grid 77
DISP-2026-4341EF.wav,coquitlam medic 1 respond emergency medical aid - seizure 3030 gordon avenue rain city housing near christmas way use talk group 10 combined response coquitlam map grid 68
DISP-2026-448E74.wav,coquitlam engine 1 rescue 2 respond emergency motor vehicle incident genest way & david avenue near genest way and david avenue use talk group 10 combined response coquitlam map grid 88
DISP-2026-45B563.wav,coquitlam engine 2 ladder 1 respond emergency alarm activated 2986 guildford way rcmp station near town centre boulevard and pinetree way use talk group 5 coquitlam map grid 83
DISP-2026-467E7C.wav,coquitlam engine 3 engine 2 engine 1 rescue 2 ladder 1 car 6 respond emergency report of smoke - high risk 1054 dansey avenue near nelson street and marmont street use talk group 6 coquitlam map grid 17
DISP-2026-47A8C5.wav,coquitlam engine 1 engine 2 rescue 2 respond emergency alarm activated - high risk 3065 primrose lane near westwood street and eastwood street use talk group 5 coquitlam map grid 84
DISP-2026-47ACF6.wav,coquitlam engine 1 respond emergency medical aid - fall 2579 trillium place near honeysuckle lane and bluebell ave use talk group 10 combined response coquitlam map grid 72
DISP-2026-47DC88.wav,coquitlam medic 1 respond emergency medical aid - chest pain 2860 packard avenue number 326 near dufferin street and johnson street use talk group 10 combined response coquitlam map grid 81
DISP-2026-48B6F7.wav,coquitlam medic 1 respond emergency medical aid - diabetic 1140 pinetree way skytrain lincoln station evergreen line near northern avenue and lincoln avenue use talk group 10 combined response coquitlam map grid 82
DISP-2026-48D4FE.wav,coquitlam engine 1 respond emergency medical aid - cardiac arrest 3100 ozada avenue number 611 near pipeline road and inlet street use talk group 10 combined response coquitlam map grid 98
DISP-2026-48DA6F.wav,coquitlam engine 1 respond emergency medical aid 3030 gordon avenue rain city housing near christmas way and westwood street use talk group 10 combined response coquitlam map grid 68
DISP-2026-49462F.wav,coquitlam engine 3 engine 1 respond emergency alarm activated 955 austin avenue number 101 near lebleu st and blue mountain street use talk group 7 coquitlam map grid 18
DISP-2026-4B3AF4.wav,coquitlam medic 1 respond emergency medical aid - overdose 2798 barnet highway near aberdeen ave and turning lane use talk group 10 combined response coquitlam map grid 81
DISP-2026-4B6891.wav,coquitlam engine 1 respond emergency medical aid - headache 2860 walton avenue near erskine street and hayward lane use talk group 10 combined response coquitlam map grid 80
DISP-2026-4BB67F.wav,coquitlam engine 1 respond emergency medical aid - chest pain 3156 dayanee springs boulevard number 215 near genest way and pipeline road use talk group 10 combined response coquitlam map grid 88
DISP-2026-4C4BAF.wav,coquitlam medic 1 respond emergency medical aid - collapse 3025 lougheed highway number 650 tim hortons lougheed near turning lane use talk group 10 combined response coquitlam map grid 82
DISP-2026-4C8501.wav,coquitlam engine 1 respond emergency medical aid - breathing problem 1290 pipeline road cunning sports field near redonda drive and town center park access road use talk group 10 combined response coquitlam map grid 97
DISP-2026-4C9D76.wav,coquitlam ladder 1 respond routine odor - unknown source 999 ogden street use talk group 7 coquitlam map grid 62
DISP-2026-4CD514.wav,coquitlam engine 1 respond emergency medical aid - breathing problem 3168 bute crescent number basement near inlet street and tahsis ave use talk group 10 combined response coquitlam map grid 98
DISP-2026-4D4EF6.wav,coquitlam ladder 1 respond emergency medical aid - overdose 3030 gordon avenue rain city housing near christmas way and westwood street map grid 68
DISP-2026-4E1A65.wav,coquitlam engine 1 respond routine lift assist 3264 mayne crescent near hornby street and samuels crt use talk group 10 combined response coquitlam map grid 100
DISP-2026-4EDD24.wav,coquitlam engine 1 respond emergency medical aid - collapse 1240 lansdowne drive scott creek middle school near charter hill drive and steeple drive use talk group 10 combined response coquitlam map grid 71
DISP-2026-4F2CA4.wav,coquitlam engine 1 respond emergency medical aid - stroke 3060 sandpiper crt use talk group 10 combined response coquitlam map grid 94
DISP-2026-4F427E.wav,coquitlam medic one respond emergency medical aid cardiac arrest 3000 lougheed highway superstore town centre near turning lane and westwood street use talk group 10 combined response coquitlam map grid 68
DISP-2026-4F5455.wav,coquitlam medic 1 respond emergency medical aid overdose 3030 gordon avenue rain city housing near christmas way and westwood street use talk group 10 combined response coquitlam map grid 68
DISP-2026-5009A2.wav,coquitlam engine 1 respond emergency medical aid - overdose 3030 gordon avenue rain city housing near christmas way and westwood street use talk group 10 combined response coquitlam map grid 68
DISP-2026-50588B.wav,coquitlam medic 1 respond emergency medical aid - chest pain 1142 dufferin street number 184 parkwood manner use talk group 10 combined response coquitlam map grid 81
DISP-2026-5063D1.wav,coquitlam engine 1 ladder 1 respond emergency alarm activated 1170 lansdowne drive number 13 near mccoomb drive and heath crescent use talk group 5 coquitlam map grid 70
DISP-2026-50B651.wav,coquitlam engine 1 rescue 2 respond emergency motor vehicle incident 2929 barnet highway coquitlam center mall near mall access and turning lane use talk group 10 combined response coquitlam map grid 82
DISP-2026-514041.wav,coquitlam engine 1 respond routine alarm activated 2915 norman avenue number 110 use talk group 6 coquitlam map grid 66
DISP-2026-519BC3.wav,coquitlam engine 1 respond emergency medical aid - chest pain 3156 dayanee springs boulevard number 2001 near genest way and pipeline road use talk group 10 combined response coquitlam map grid 88
DISP-2026-51EBD6.wav,coquitlam ladder 1 respond routine lift assist 2664 eagleridge drive near stellar court and creekside drive use talk group 10 combined response coquitlam map grid 69
DISP-2026-529BDF.wav,coquitlam engine 1 respond emergency medical aid - general illness 2970 forestridge place number basement use talk group 10 combined response coquitlam map grid 77
DISP-2026-5355E4.wav,coquitlam medic 1 respond emergency medical aid - headache 2930 barnet highway skytrain coquitlam central station evergreen line near turning lane use talk group 10 combined response coquitlam map grid 82
DISP-2026-540DCC.wav,coquitlam ladder 1 respond emergency assist 3065 primrose lane number 112 near westwood street and eastwood street use talk group 10 combined response coquitlam map grid 84
DISP-2026-546B9E.wav,coquitlam engine 1 respond emergency medical aid - collapse lougheed highway and lougheed highway on-ramp near lougheed highway and lougheed highway on-ramp use talk group 10 combined response coquitlam map grid 49
DISP-2026-547885.wav,coquitlam engine 1 ladder 1 respond emergency tent fire - high risk 3030 gordon avenue rain city housing near christmas way and westwood street use talk group 6 coquitlam map grid 68
DISP-2026-55D2DB.wav,coquitlam quint 5 engine 1 rescue 2 respond emergency alarm activated - high risk 707 como lake avenue near dogwood street and robinson street use talk group 5 coquitlam map grid 6
DISP-2026-5610C6.wav,coquitlam ladder 1 respond emergency medical aid - fall 1188 condor crescent near harrier drive use talk group 10 combined response coquitlam map grid 70
DISP-2026-56D9D1.wav,coquitlam engine 1 respond emergency medical aid - cardiac arrest 1705 parkway boulevard number 17 near access road and eagle mountain access use talk group 10 combined response coquitlam map grid 91
DISP-2026-584F31.wav,coquitlam engine 1 respond emergency medical aid - cardiac arrest 3078 tanager crt use talk group 10 combined response coquitlam map grid 94
DISP-2026-585DF6.wav,coquitlam engine 4 engine 1 respond emergency alarm activated 3472 gislason avenue near soball street and mitchell street use talk group 5 coquitlam map grid 111
DISP-2026-589B10.wav,coquitlam rescue 2 respond emergency medical aid - overdose 3030 gordon avenue rain city housing near christmas way and westwood street use talk group 10 combined response coquitlam map grid 68
DISP-2026-59B989.wav,coquitlam medic 1 respond emergency medical aid - abdominal pain 1190 pipeline road number 405 near glen drive and guildford way use talk group 10 combined response coquitlam map grid 84
DISP-2026-59E3FD.wav,coquitlam ladder 1 respond emergency medical aid - breathing problem 3070 timber crt use talk group 10 combined response coquitlam map grid 90
DISP-2026-5ADD73.wav,coquitlam engine 1 respond routine medical aid - overdose silver springs boulevard and david avenue near silver springs boulevard and david avenue use talk group 10 combined response coquitlam map grid 87
DISP-2026-5B5A60.wav,coquitlam engine 1 respond routine rescue 1185 the high street near glen drive and burlington drive use talk group 5 coquitlam map grid 83
DISP-2026-5BECEE.wav,coquitlam engine 1 respond emergency medical aid 1457 hockaday street number basement near wingrove terrace and turner ave use talk group 10 combined response coquitlam map grid 103
DISP-2026-5CAF04.wav,coquitlam engine 1 respond routine electrical problem 2980 pinetree close near pinetree way use talk group 6 coquitlam map grid 94
DISP-2026-5DBAF8.wav,coquitlam engine 1 respond emergency medical aid 1200 pacific street number 107 near burlington drive and guildford way use talk group 10 combined response coquitlam map grid 83
DISP-2026-5EB53D.wav,coquitlam engine 1 respond emergency rubbish fire westwood street and gordon avenue near westwood street and gordon avenue use talk group 5 coquitlam map grid 68
DISP-2026-5EBF99.wav,coquitlam medic 1 respond emergency medical aid - fall 2991 lougheed highway near turning lane use talk group 10 combined response coquitlam map grid 82
DISP-2026-5EC6F0.wav,coquitlam ladder 1 respond routine wildland fire smoldering westwood street and lincoln avenue near westwood street and lincoln avenue use talk group 5 coquitlam map grid 82
DISP-2026-60DED4.wav,coquitlam medic 1 respond emergency medical aid - breathing problem 2860 packard avenue number 107 near dufferin street and johnson street use talk group 10 combined response coquitlam map grid 81
DISP-2026-6172F8.wav,coquitlam engine 2 engine 1 rescue 2 respond emergency alarm activated - high risk 2601 lougheed highway number 37 station 37 near turning lane and thyme drive use talk group 5 coquitlam map grid 55
DISP-2026-61A956.wav,coquitlam engine 1 engine 3 rescue 2 respond emergency alarm activated - high risk 2601 lougheed highway number 29 near turning lane and thyme drive use talk group 5 coquitlam map grid 55
DISP-2026-61F7A8.wav,coquitlam engine 1 engine 2 rescue 2 respond emergency alarm activated - high risk 3100 ozada avenue near pipeline road and inlet street use talk group 5 coquitlam map grid 98
DISP-2026-62E067.wav,coquitlam medic 1 respond emergency medical aid - overdose 3030 gordon avenue rain city housing near christmas way and westwood street use talk group 10 combined response coquitlam map grid 68
DISP-2026-63333B.wav,coquitlam squad 3 respond emergency medical aid chest pain 1196 pipeline road number 1404 near glen drive and guildford way use talk group 10 combined response coquitlam map grid 84
DISP-2026-63CF39.wav,coquitlam medic 1 respond emergency medical aid - overdose 1320 pinetree way number 116 near david avenue and pinewood avenue use talk group 10 combined response coquitlam map grid 87
DISP-2026-6547A7.wav,coquitlam engine 1 respond routine assist 3025 lougheed highway near turning lane use talk group 10 combined response coquitlam map grid 82
DISP-2026-65CE0F.wav,coquitlam ladder 1 respond emergency medical aid - collapse 2991 lougheed highway near turning lane use talk group 10 combined response coquitlam map grid 82
DISP-2026-66CAF4.wav,coquitlam engine 1 respond emergency medical aid - traumatic injuries 2915 lougheed highway use talk group combined response coquitlam map grid 66
DISP-2026-66E4A8.wav,coquitlam engine 1 respond emergency medical aid - breathing problem 2990 princess crescent number 101 use talk group 10 combined response coquitlam map grid 85
DISP-2026-672666.wav,coquitlam engine 3 respond routine rescue 3007 glen drive near glenpine crt and pinetree way use talk group 5 coquitlam map grid 83
DISP-2026-691EB5.wav,coquitlam engine 1 respond routine rescue 2968 glen drive near pacific street and the high street use talk group 10 combined response coquitlam map grid 82
DISP-2026-6A0560.wav,coquitlam engine 1 respond emergency medical aid - fall 1170 falcon drive number 6 near harrier drive use talk group 10 combined response coquitlam map grid 70
DISP-2026-6A2001.wav,coquitlam engine 1 rescue 2 respond emergency motor vehicle incident pollard street and crouch avenue near pollard street and crouch avenue use talk group 10 combined response coquitlam map grid 116
DISP-2026-6A6DB8.wav,coquitlam medic 1 respond routine medical aid - traumatic injuries 1190 eastwood street number 315 near primrose lane and guildford way use talk group 10 combined response coquitlam map grid 84
DISP-2026-6AF8D4.wav,coquitlam medic 1 respond emergency medical aid - overdose arrest 3030 gordon avenue rain city housing near christmas way and westwood street use talk group 10 combined response coquitlam map grid 68
DISP-2026-6B2586.wav,coquitlam ladder 1 respond emergency alarm activated - high risk 1050 united blvd near access road and king edward street use talk group 6 coquitlam map grid 31
DISP-2026-6BC68A.wav,coquitlam medic 1 respond emergency medical aid - breathing problem 1140 pinetree way skytrain lincoln station evergreen line near northern avenue and lincoln avenue use talk group 10 combined response coquitlam map grid 82
DISP-2026-6D0D9F.wav,coquitlam engine 1 respond emergency rubbish fire 3059 gordon avenue near christmas way and westwood st use talk group 5 coquitlam map grid 68
DISP-2026-6E34FE.wav,coquitlam medic 1 respond emergency medical aid - collapse 1200 glen pine crt glen pine pavilion use talk group 10 combined response coquitlam map grid 83
DISP-2026-70BFB6.wav,coquitlam engine 1 respond emergency rubbish fire westwood street and lougheed highway near westwood street and lougheed highway use talk group 5 coquitlam map grid 82
DISP-2026-72256C.wav,coquitlam medic 1 respond routine lift assist 2905 glen drive number 503 near johnson street and pacific street use talk group 10 combined response coquitlam map grid 83
DISP-2026-722B82.wav,coquitlam engine 2 engine 1 rescue 2 respond emergency alarm activated - high risk 2601 lougheed highway near turning lane and thyme drive use talk group 5 coquitlam map grid 55
DISP-2026-7270E4.wav,coquitlam ladder 1 respond routine odor - unknown source 1164 shelter crescent near esperanza drive and sechelt drive use talk group 5 coquitlam map grid 98
DISP-2026-730FC9.wav,coquitlam engine 4 engine 1 rescue 2 respond emergency alarm activated - high risk 1385 glenbrook street use talk group 5 coquitlam map grid 109
DISP-2026-73FFB0.wav,coquitlam engine 1 respond emergency medical aid - breathing problem 3339 thor crt use talk group 10 combined response coquitlam map grid 103
DISP-2026-74813F.wav,coquitlam engine 1 respond emergency medical aid 2966 silver springs boulevard number 105 near david avenue and whisper way use talk group 10 combined response coquitlam map grid 88
DISP-2026-760F87.wav,coquitlam medic 1 respond emergency medical aid - chest pain 3086 lincoln avenue number 102 near westwood street and pipeline road use talk group 10 combined response coquitlam map grid 82
DISP-2026-763CE4.wav,coquitlam quint 5 rescue 2 respond emergency motor vehicle incident gatensbury st and grover avenue near gatensbury street and grover avenue use talk group 10 combined response coquitlam map grid 22
DISP-2026-76A4BF.wav,coquitlam engine 1 respond emergency medical aid - collapse 2747 lougheed highway near turning lane use talk group 10 combined response coquitlam map grid 57
DISP-2026-77C118.wav,coquitlam medic 1 respond emergency medical aid - collapse 3025 lougheed highway near turning lane use talk group 10 combined response coquitlam map grid 82
DISP-2026-781541.wav,coquitlam medic 1 respond emergency medical aid - collapse 3025 lougheed highway near turning lane use talk group 10 combined response coquitlam map grid 82
DISP-2026-789E05.wav,coquitlam engine 1 engine 2 rescue 2 respond emergency alarm activated - high risk 1163 pinetree way henderson center mall near northern avenue and turning lane use talk group 5 coquitlam map grid 82
DISP-2026-78C19A.wav,coquitlam medic 1 respond emergency medical aid - overdose 3060 gordon avenue near christmas way and westwood street use talk group 10 combined response coquitlam map grid 68
DISP-2026-791209.wav,coquitlam medic one respond emergency medical aid fall 2968 burlington drive number 105 near pacific street and the high street use talk ground 10 combined response coquitlam map grid 83
DISP-2026-798FAE.wav,coquitlam medic 1 respond emergency medical aid - collapse 1101 pinetree way near turning lane and anson ave use talk group 10 combined response coquitlam map grid 82
DISP-2026-7A1302.wav,coquitlam engine 1 respond emergency medical aid - cardiac arrest 1457 hockaday street number basement near wingrove terrace and turner avenue use talk group 10 combined response coquitlam map grid 1
DISP-2026-7A717D.wav,coquitlam medic 1 respond routine lift assist 1142 dufferin street number 189 parkwood manor use talk group 10 combined response coquitlam map grid 81
DISP-2026-7A9DB3.wav,coquitlam engine 1 engine 4 rescue 2 respond emergency alarm activated - high risk 515 cottonwood avenue near whiting way use talk group 5 coquitlam map grid 5
DISP-2026-7C2AFC.wav,coquitlam engine 1 ladder 1 respond emergency alarm activated 1347 kenney street near patullo cres use talk group 6 coquitlam map grid 88
DISP-2026-7CFC58.wav,coquitlam medic 1 respond emergency medical aid - headache 1160 johnson street near glen drive and atlantic avenue use talk group 10 combined response coquitlam map grid 81
